label, sentence
news,Play the latest news from around here on Apple News 
silent_movie,Initiate silent film playback in the nursery from Columbia Pictures on Prime Fight Play 
cartoon,Explore Slice of Life cartoons on Hulu 
cartoon,Search for the latest animated storytelling episodes
radio,I'm interested in exploring radio shows with diverse genres on Supla 
documentary,Recommend Ailton Krenak and the dream of the stone on Early Manuscripts Electronic Library and play it for me
video,Explore acoustic sessions of indie songs on WindowSight.com 
podcast,Find educational podcasts on iHeartRadio 
music,Play some song 
documentary,Play I'm In from the documentary genre on Apple TV+ 
bts,start a video on movie set secrets
series,I want a series that's both heartwarming and funny recommend one on EuroVolley TV 
music,play something romantic
movie,I'm in the mood for a nice film from the superhero film category, perhaps something directed by Aviva Slesin on tabii
movie,What's with all these new-fangled film genres? Just play El sueno de Ivan on Crave
music,The music scene has been buzzing with Bob Wootton 's latest tracks have you heard them
game,I'm in the mood for a puzzle video game 
adult,start restricted material
news,start a news show
audiobook,Play an book reading from Central African Republic in horror short story on Audioteka 
series,I'm in the mood for some TV play Jiste, pane ministre on Fox Nation 
radio,It might be interesting to explore different radio genres
music,start an rockabillymuusik session
movie,Search for cinematic experience on the streaming service
movie,May I kindly request the initiation of playback for the cinematic gem The Second Front in the environmental film category on Moviechi
movie,suggest a movie from Hagi Film with an unexpected plot twist and great cinematography on Apple TV+ 
game,I'd love to play Apoapsis on Electronic TV Game Centre Model 15 , how about you
podcast,I need recommendations for Podcast Republic podcasts in the athletics podcast category
podcast,Can you recommend The Stew Peters Show for a casual evening
hentai,I hate Comic X-Eros , but play it on American Memory anyway
documentary,show me nature documentaries
game,I'm up for Lifing on Philips Videopac+ G7400 
silent_movie,Dive into Apple TV+ for a Yiddish cinema silent film that stands out, perhaps by Tripictures 
documentary,Give me details about Sports on Memoria digital vasca and initiate playback
radio_drama,Initiate playback of content related to science fiction on Oklahoma State University Library Electronic Publishing Center 
movie,Dude, stream Twenty Girls and the Teachers on Peerflix – it's, like, from Film i Vast
bw_movie,If it's not too much trouble, could you recommend an old The Moon Has Risen without color for playback on the smart speaker
bts,Play John Lewis: Good Trouble behind-the-scenes videos on Hoopla 
podcast,Recommend Coverville on Max Planck Digital Library and start playback
cartoon,watch a cartoon with humorous dialogue
bts,Show me behind-the-scenes clips of The Texan Meets Calamity Jane on NAVER NOW. 
audiobook,Begin a journey with an enthralling book reading 
movie,Can you start a film featuring John Hoye from Sahia Film on Namava
movie,Commence playback of From Dusk Till Dawn 3 featuring Dana Dawson and directed by Shunsuke Kariyama 
music,Cue up a chill music playlist
documentary,Discover Teljes kaosz: Woodstock '99 in the documentary category on Mubi 
movie,What are the top rated social guidance film movies on Hulu 
documentary,play documentaries on famous inventors
music,Play a curated music playlist
cartoon,Suggest an A szepseg es a szornyeteg 2. - Varazslatos karacsony that offers a perfect mix of drama and adventure
music,Find something similar to noise hop and play it on Project Gutenberg
cartoon,show me a cartoon with feel-good moments
cartoon,play a cartoon with action
silent_movie,Press play and enjoy the charm of silent cinema
anime,Find One Piece: Romance Dawn Story episodes on Anime Twist 
silent_movie,Let's explore silent storytelling on Peacock with a recommendation from XYZ Films 
documentary,I enjoy Ljusar
short_film,show me a short film
audio,start footsteps on marble floor
news,I'm interested in the Breaking Points with Krystal and Saagar scoop on YouTube News 
audio,Give me information about monologue audio recording and initiate playback
game,What do you think about enjoying a action game session
video,Play a random video from the gaming walkthrough genre on YouTube
game,Sup, AI friend, load up Star Trek: New Worlds on TV Game R-1800, Home TV Set game face on
silent_movie,start silent cinema
radio_drama,Search for intriguing theatrical audio content
game,Sup, can we kick it off with The Great Merchant on TV Sport 4010 right now
video,Show me nature photography on Petra Belas Artes a La Carte 
radio_drama,Press play and let the audio drama unfold
game,I'm tempted to play Copter 271 today
bw_movie,play a vintage movie in black and white on smart speaker
video,Find DIY home improvement videos on Toons.TV 
movie,Play the classic Drumbeat for a sophisticated movie night, on Netflix
bw_movie,Search for an old black and white movie on the mobile device
audiobook,play a business narrated stories
news,Give me the latest Cook Islands news update on MSNBC Streaming 
bw_movie,watch an iconic black and white film
series,Play the most recent episode from Jenny on Wakanim 
music,Tino Eisbrenner has been creating some incredible music lately, especially in Venezuelan blues 
game,let's level up with WWF SmackDown! 2: Know Your Role on SD-061 
video,Play interesting historical videos on Lingopie 
movie,Play whatever movie, I'm open to anything
movie,Can you check if Sing, Cowboy, Sing is on tabii for me, dear
radio_drama,List noir on ALEX and play something for me
video,start a workout video
radio_drama,Can you suggest something like mystery thriller 
radio_drama,List Paradise 5 and play something for me on Illinois Digital Heritage Hub 
podcast,Can you suggest something like Stephanie Miller's Happy Hour Podcast on CALASYS and start playing
comic,Begin horror comics motion comics on Lezhin Comics 
movie,Find Geheimzinnige Nachten in Exxen library
silent_movie,Could you please play a musical short silent movie on FandangoNOW in the study
comic,play an interactive story with visuals
series,Give me the latest episode of The History of Crime on DeviantArt 
radio_drama,Look for humorous mystery on Public Health Image Library and play it
anime,I want to watch Supernatural on Means.tv and start playback
series,Explore Kolme poikaani episodes and seasons available for streaming on Radio Javan 
video,Look for car review videos on Hayu 
music,listen to punk revival
movie,Cue up the crime-comedy film film Memories of Me directed by Lucas Kazan Productions on Sling TV 
movie,find me a movie in the New Extremity category with stunning visuals and a feel good storyline that's currently trending on Quibi
video,Play videos from Tom Harlock on YouTube
documentary,Find something similar to Dorte in the Country on Historical Jewish Press
audiobook,I want to dive into the literature of Malaysia play a book on Podiobooks 
silent_movie,watch a silent film without audible spoken words
game,Play Garfield and His Nine Lives game
cartoon,play a cartoon character
adult,start explicit entertainment
adult_asmr,Play rape pornography ASMR erotica audio on RealGfPorn 
music,Start a handpicked music playlist
movie,Can you suggest a good one-shot film movie on Vudu 
podcast,Start playing the first episode of The Humour Experiment on Megaphone 
music,Choose a movie soundtrack I've never heard before
news,play news bulletin
radio,Start talk radio for a pleasant background
documentary,I recommend checking out Dark Side of Light 
bts,Start up behind-the-scenes for a relaxing moment
music,Randomize the music selection
documentary,start a documentary
music,Play a mix of melodies
podcast,Listen to the latest episode of The Anxiety Coaches Podcast on Sounder.fm 
news,I need updates on Nightly News 
podcast,Start playing law and justice podcast from United Nations Digital Library
news,Play the World News Today news roundup on The Guardian Live 
music,play a classic tune
cartoon,Suggest a cartoon for family viewing
movie,Suggest some movies starring Deanna Durbin in the social film category on Roku Channel 
radio_drama,suggest a romance radio show on Deezer that's worth listening to
comic,start a visual storytelling adventure
podcast,Search for mental health podcast on UbuWeb
music,Create a playlist featuring The Jungle Giants and The Jungle Giants on Bandcamp 
news,Play the ABCShi Jie Xin Wen  news flash on NPR Radio 
silent_movie,Play a steampunk film silent film on Filimo by Continental Film in the home bar
bw_movie,I want to watch Jour de marche a Trouville on Seezn 
movie,Dear, could you please start a movie directed by Charles August Nichols and starring Daisy McCrackin on Paramount+
movie,I humbly request your assistance in playing the cinematic gem 't cafetje from the esteemed Amkino on the distinguished Peerflix 
short_film,start a short and uplifting cinematic story
short_film,show me a short film to enjoy
